entity_id,cluster,module,integrated_score,cmd_prob,phenotype_strength,cross_modal_concordance,compound_support,compound_support_count,graph_centrality,is_cmd_true_target
GENE_0620,2,2,0.2837462806416102,0.0,10.045252,-0.07252707,0.6516326367855072,2,21.0,0
GENE_0980,15,0,0.28332735164807016,0.0,10.106726,0.10005648,0.3121846616268158,1,23.0,0
GENE_0925,12,3,0.28238755647834396,0.0,10.3507185,0.22177538,0.0,0,24.0,0
GENE_0545,22,1,0.28229302668892364,0.0,9.393475,0.2969215,0.3622162938117981,1,19.0,0
GENE_1091,26,0,0.2820572289771639,0.0,10.580392,-0.16906787,0.6930611729621887,2,15.0,0
GENE_0227,29,1,0.2818078760170175,0.013888888888888888,9.270546,0.030467464,0.6328888535499573,2,24.0,0
GENE_0258,29,5,0.2814358138186606,0.0,8.870036,-0.0022015423,0.9856998324394226,3,21.0,0
GENE_0462,25,3,0.2814208983997935,0.013888888888888888,8.83219,-0.018961102,0.9649345278739929,3,20.0,0
GENE_1072,15,6,0.2806790126900193,0.0,9.524689,0.24610068,0.31681132316589355,1,22.0,0
GENE_1123,25,3,0.28027632714294104,0.013888888888888888,10.504692,0.020339215,0.31137576699256897,1,17.0,0
GENE_0854,20,5,0.2802291310384245,0.0,8.579362,0.36235818,0.602415531873703,2,22.0,0
GENE_0151,18,5,0.28009994511302566,0.0,10.075729,0.28192705,0.0,0,24.0,0
GENE_0542,6,1,0.28005672432136935,0.0,10.099271,0.081470564,0.3257882297039032,1,23.0,0
GENE_1149,19,0,0.27970155436614186,0.0,10.187149,0.017412886,0.38982459902763367,1,23.0,0
GENE_0372,20,5,0.27952063122008947,0.0,11.725437,-0.15222296,0.0,0,38.0,0
GENE_0697,24,6,0.27938101256386144,0.0,11.093996,-0.20973304,0.34217438101768494,1,26.0,0
GENE_0629,19,0,0.2793727505040846,0.0,10.297418,-0.0058294013,0.33824536204338074,1,25.0,0
GENE_0903,25,3,0.2793102846876335,0.0,9.895073,0.09743268,0.332834392786026,1,25.0,0
GENE_0919,23,1,0.27893996859021564,0.05555555555555555,9.198226,0.37241444,0.0,0,23.0,0
GENE_1007,20,5,0.2786824186257925,0.0,11.3455105,0.12096196,0.0,0,18.0,0
GENE_0383,10,2,0.2785570973250383,0.0,9.840012,0.13932675,0.30608439445495605,1,24.0,0
GENE_0693,19,0,0.27853578529309037,0.0,10.229196,0.003392078,0.0,0,41.0,0
GENE_0596,24,6,0.27832639583937835,0.0,10.169808,0.14169215,0.0,0,32.0,0
GENE_0580,26,0,0.27791982901107093,0.0,9.936524,0.16682482,0.30836600065231323,1,20.0,0
GENE_0645,25,3,0.2778235983501758,0.030303030303030304,8.559853,0.0044924095,1.002015471458435,3,14.0,0
GENE_0849,14,1,0.27765145302870364,0.0,9.510101,-0.23451312,1.012315720319748,3,22.0,0
GENE_1056,4,1,0.2775451589013366,0.17845117845117842,8.6996765,-0.05485956,0.0,0,23.0,0
GENE_0059,10,2,0.2775278690394815,0.0,9.309501,0.12930968,0.3278680443763733,1,33.0,0
GENE_0029,28,7,0.2771274551834356,0.0,10.241708,-0.16738477,0.40560001134872437,1,34.0,0
GENE_0557,23,1,0.27688489375306463,0.06944444444444443,8.934983,0.07983819,0.30402007699012756,1,25.0,0
GENE_0178,6,7,0.2763199079824761,0.0,9.31813,0.005442787,0.6411171555519104,2,27.0,0
GENE_0877,7,1,0.2759720294522163,0.05555555555555555,9.676097,-0.002292417,0.3087780475616455,1,21.0,0
GENE_0405,22,1,0.27575155591953027,0.0,9.10926,0.21576123,0.6277816593647003,2,16.0,0
GENE_1102,14,3,0.27563613707927115,0.125,9.423847,-0.023206033,0.0,0,22.0,0
GENE_0841,16,4,0.2753915042013173,0.0,10.380181,-0.07039266,0.3846946358680725,1,25.0,0
GENE_0628,20,5,0.27475904543949903,0.0,9.684408,0.07546057,0.31555742025375366,1,30.0,0
GENE_0327,10,2,0.27452153089383646,0.0,10.447313,-0.1939957,0.6766766607761383,2,19.0,0
GENE_0783,10,2,0.2741535237806014,0.0,11.224748,-0.16837895,0.3191753923892975,1,23.0,0
GENE_0416,29,0,0.27400471430454876,0.0,10.864703,0.077703804,0.0,0,23.0,0
GENE_0738,17,4,0.27374636574870026,0.0,9.383617,0.049023896,0.40339767932891846,1,33.0,0
GENE_0802,9,4,0.2731462467784518,0.013888888888888888,10.145336,0.3233196,0.0,0,15.0,0
GENE_0769,19,0,0.27311037482304096,0.0,9.32836,0.10320239,0.42297491431236267,1,29.0,0
GENE_0528,13,7,0.27293492543874787,0.0,9.77961,0.17791255,0.0,0,35.0,0
GENE_0680,22,1,0.2724867416462013,0.030303030303030304,8.862407,0.008802658,0.6964065134525299,2,23.0,0
GENE_0676,20,5,0.2722947672770925,0.0,8.565168,0.060246505,0.804010808467865,2,28.0,0
GENE_0719,23,1,0.27227074467581097,0.0,9.090714,0.008245781,0.6592274308204651,2,29.0,0
GENE_0801,20,5,0.27172074271727376,0.0,9.452981,0.18570794,0.0,0,40.0,0
GENE_0454,11,7,0.2717084955711257,0.0,9.108026,-0.025048595,0.7446271777153015,2,27.0,0
GENE_1197,23,1,0.27170274917096265,0.013888888888888888,10.733461,0.13172618,0.0,0,17.0,0
GENE_0480,16,4,0.27168896746790816,0.0,9.237765,0.1490233,0.4001479148864746,1,28.0,0
GENE_0751,5,7,0.2712680486971667,0.0,9.493253,0.21710914,0.3215302526950836,1,22.0,0
GENE_0153,13,7,0.271036478474699,0.0,8.256687,-0.061159924,1.2379293143749237,4,24.0,0
GENE_1070,22,2,0.2708760020137647,0.0,11.243395,-0.13160285,0.3080451488494873,1,20.0,0
GENE_1077,20,5,0.27082032896206043,0.0,9.187041,0.060857743,0.7041400671005249,2,21.0,0
GENE_0953,28,7,0.26974416212712293,0.0,9.844603,0.09000165,0.3535628616809845,1,23.0,0
GENE_0663,23,1,0.2696042784271583,0.05555555555555555,9.964559,0.12813327,0.0,0,19.0,0
GENE_0592,24,6,0.2687634714351856,0.0,10.206576,-0.0059108436,0.31411170959472656,1,25.0,0
GENE_0619,19,0,0.26827200566795983,0.0,9.561058,0.1614171,0.3006436228752136,1,25.0,0
GENE_0054,19,0,0.26826976304747563,0.0,10.143278,-0.04486098,0.33207806944847107,1,28.0,0
GENE_0415,19,0,0.26821714555273174,0.0,10.058504,-0.15178932,0.6184381544589996,2,24.0,0
GENE_0421,29,3,0.26805804288535184,0.0,8.972219,0.29809433,0.31645506620407104,1,25.0,0
GENE_0496,19,0,0.2678189704804407,0.0,10.036998,-0.28317747,0.6441546976566315,2,27.0,0
GENE_1004,19,0,0.2676928748282838,0.0,9.507846,0.28189328,0.0,0,31.0,0
GENE_0699,19,0,0.2675120981217259,0.0,9.503081,0.11735365,0.34464743733406067,1,27.0,0
GENE_0240,0,2,0.26713538209631166,0.0,9.215287,-0.06758319,0.6141448020935059,2,33.0,0
GENE_0965,0,7,0.2671238563732252,0.0,9.169913,0.14617974,0.3405337333679199,1,31.0,0
GENE_0331,10,2,0.26676858307869383,0.0,10.1368065,-0.05074638,0.3137666881084442,1,29.0,0
GENE_0526,24,6,0.2666215327723839,0.0,10.481714,-0.1950147,0.38288357853889465,1,30.0,0
GENE_0868,20,5,0.26637323204932606,0.0,9.457434,-0.09782244,0.3685656189918518,1,42.0,0
GENE_0912,17,4,0.2660060081890879,0.0,10.801791,-0.08728213,0.0,0,34.0,0
GENE_0333,4,3,0.2659256389582416,0.0,9.520988,0.18410246,0.33237001299858093,1,22.0,0
GENE_0997,17,4,0.2658173101431971,0.0,10.042988,0.15592638,0.0,0,30.0,0
GENE_0381,12,2,0.2651557545779167,0.0,9.667905,0.09752638,0.31992998719215393,1,26.0,0
GENE_0524,10,2,0.26478756368746337,0.0,10.378471,-0.052707355,0.3845459818840027,1,21.0,0
GENE_1186,4,4,0.2647109186780506,0.0,7.930076,0.094699636,1.0168439149856567,3,12.0,0
GENE_0425,10,2,0.2645450544561244,0.0,9.194365,-0.072677955,0.6805120706558228,2,30.0,0
GENE_0705,22,3,0.26454302162376014,0.0,9.873874,0.008106479,0.3330613970756531,1,28.0,0
GENE_0984,17,4,0.2645000158585329,0.0,10.52975,0.14065987,0.0,0,22.0,0
GENE_0277,16,4,0.2643013386763353,0.0,10.281974,0.2015464,0.0,0,22.0,0
GENE_0753,25,3,0.2636692774181665,0.05092592592592592,8.985512,-0.069695085,0.33899086713790894,1,35.0,0
GENE_0283,25,3,0.2629656961317687,0.0,10.1137905,0.19713387,0.0,0,25.0,0
GENE_0502,24,6,0.26273396880406463,0.0,9.609942,-0.009387612,0.30169132351875305,1,35.0,0
GENE_0418,4,3,0.2624525838864463,0.0,9.651905,0.07274032,0.392949640750885,1,24.0,0
GENE_0909,23,1,0.2614662624381954,0.030303030303030304,9.4397,0.039326876,0.31903183460235596,1,25.0,0
GENE_0324,23,1,0.26139816856069487,0.0,9.060924,0.10359272,0.6550171971321106,2,20.0,0
GENE_1119,8,5,0.2611866383571182,0.0,9.402436,0.07302044,0.35280361771583557,1,30.0,0
GENE_0568,0,7,0.2610955235247171,0.0,9.93015,-0.12260942,0.3018668591976166,1,37.0,0
GENE_0618,29,6,0.2610850765267897,0.0,10.018186,0.098820984,0.3100336194038391,1,19.0,0
GENE_0057,23,1,0.259983056203231,0.0,9.277346,0.06992754,0.421134352684021,1,29.0,0
GENE_0244,17,4,0.25964936465024946,0.0,9.798198,0.028921068,0.0,0,45.0,0
GENE_1065,10,2,0.2596475451010327,0.0,10.03774,0.06602977,0.0,0,35.0,0
GENE_0475,0,7,0.25958078896234665,0.0,9.665337,-0.0349228,0.38879555463790894,1,31.0,0
GENE_0172,0,2,0.25945326327595186,0.0,9.7985325,-0.25100285,0.6683053374290466,2,28.0,0
GENE_1087,16,3,0.25918569953221854,0.0,9.762512,0.16179428,0.3002881109714508,1,19.0,0
GENE_1075,20,5,0.2591648828459403,0.0,8.853084,0.08952597,0.3132464587688446,1,40.0,0
GENE_0836,11,5,0.258794443519732,0.0,8.115139,0.1678788,0.6314993500709534,2,27.0,0
GENE_0042,29,3,0.258756298553448,0.0,9.369618,0.27708936,0.3351263999938965,1,16.0,0
GENE_0188,10,2,0.25872389714231253,0.0,11.168337,0.007871136,0.0,0,21.0,0
GENE_0287,14,5,0.2586406593870403,0.0,8.650856,0.18404667,0.6083424985408783,2,23.0,0
GENE_0551,19,0,0.25860691108477396,0.0,10.324593,-0.10876174,0.30725058913230896,1,28.0,0
GENE_0625,12,1,0.25841200933779435,0.0,8.737137,0.11405047,0.6613974273204803,2,24.0,0
GENE_0218,26,2,0.2581758510485225,0.0,8.421675,0.27043438,0.6404179334640503,2,19.0,0
GENE_0513,20,5,0.2580921097415547,0.0,10.686838,-0.10092833,0.0,0,35.0,0
GENE_1045,4,3,0.25797627619756885,0.0,9.42127,-0.026345681,0.6341120898723602,2,23.0,0
GENE_0243,10,2,0.257552803519175,0.0,10.511999,-0.08695525,0.3023478090763092,1,23.0,0
GENE_0795,13,6,0.25738297564865076,0.0,10.409929,0.014466889,0.33365342020988464,1,16.0,0
GENE_0747,29,5,0.2571399478859935,0.0,9.780637,0.09219006,0.36903050541877747,1,20.0,0
GENE_0623,27,1,0.2570610811031627,0.013888888888888888,9.72317,0.11278139,0.31870996952056885,1,18.0,0
GENE_0779,5,5,0.2564328674281656,0.0,10.137024,0.04516636,0.30001622438430786,1,20.0,0
GENE_1002,23,1,0.25631287100237016,0.030303030303030304,8.90425,-0.014752984,0.6261362731456757,2,23.0,0
GENE_0677,21,5,0.25602458214092483,0.0,9.280808,0.032752804,0.6717396676540375,2,19.0,0
GENE_0735,23,1,0.25598065425911876,0.030303030303030304,8.977655,0.17257056,0.3026829957962036,1,23.0,0
GENE_0536,23,1,0.255804103342282,0.08585858585858586,10.363595,-0.30426028,0.0,0,24.0,0
GENE_1084,9,4,0.25576859235218946,0.0,9.275211,0.12950912,0.34829267859458923,1,27.0,0
GENE_0685,6,3,0.25570941223385285,0.0,9.950235,0.1841222,0.0,0,27.0,0
GENE_1140,29,0,0.2553565606476834,0.0,8.68022,0.052012116,0.6554048657417297,2,29.0,0
GENE_0774,16,4,0.25505744012443354,0.0,10.731884,0.084122635,0.0,0,20.0,0
GENE_1050,24,6,0.2549341790802233,0.0,9.233359,-0.10920867,0.6469072699546814,2,31.0,0
GENE_0225,25,3,0.25486837158601117,0.05555555555555555,9.311376,-0.10554197,0.3207801580429077,1,29.0,0
GENE_0555,1,0,0.2548234651453206,0.0,10.673832,-0.14982371,0.3440297842025757,1,22.0,0
GENE_0805,7,6,0.25440796564564716,0.0,8.899075,-0.070611194,1.0376279056072235,3,11.0,0
GENE_0448,29,0,0.25376536300569996,0.0,9.503294,-0.10946102,0.6221683025360107,2,27.0,0
GENE_1169,5,6,0.25366559730360905,0.0,9.498639,-0.06897755,0.6681041419506073,2,22.0,0
GENE_1180,26,5,0.2535111686894989,0.0,8.699375,-0.027482742,0.9563760757446289,3,20.0,0
GENE_0881,24,6,0.2530281347706356,0.0,10.369041,0.056565315,0.0,0,28.0,0
GENE_0523,16,5,0.2529633641242981,0.0,10.528106,0.18250425,0.0,0,15.0,0
GENE_0236,25,3,0.25268437490134543,0.030303030303030304,10.078127,0.17730202,0.0,0,15.0,0
GENE_0275,1,0,0.2524340463615136,0.0,9.514406,0.07788416,0.40370887517929077,1,23.0,0
GENE_0654,10,2,0.2523619196712227,0.0,9.410305,0.2372871,0.0,0,32.0,0
GENE_0701,20,5,0.25220083491130735,0.0,11.1856,0.025879074,0.0,0,18.0,0
GENE_0479,20,5,0.25170054561639216,0.0,9.8811035,0.17310551,0.0,0,28.0,0
GENE_0216,2,0,0.25140888499332326,0.0,9.625933,-0.16382317,0.75429368019104,2,22.0,0
GENE_0832,12,6,0.25136144671087957,0.0,9.214204,0.24490437,0.3179694414138794,1,20.0,0
GENE_0722,23,1,0.25108007347473926,0.030303030303030304,9.966476,0.061202005,0.0,0,26.0,0
GENE_1104,20,5,0.25055371714751246,0.0,8.406719,-0.16232334,1.620523363351822,5,26.0,0
GENE_0235,28,5,0.25052695048922935,0.0,10.415191,-0.034147754,0.30433857440948486,1,19.0,0
GENE_0840,4,4,0.2504740447941842,0.0,10.694371,0.035562746,0.0,0,23.0,0
GENE_0173,22,3,0.25029425897852436,0.0,9.561567,0.15686138,0.3578166663646698,1,18.0,0
GENE_0413,6,7,0.2501900571784762,0.0,9.233811,-0.28807324,0.6198716163635254,2,38.0,0
GENE_0072,23,1,0.24999598328856426,0.013888888888888888,9.4339905,0.06650308,0.31266549229621887,1,25.0,0
GENE_1190,8,5,0.2498131424744761,0.0,9.21134,-0.02915968,0.6527049541473389,2,24.0,0
GENE_0304,14,3,0.2492616613262488,0.0,9.873896,0.11554237,0.33839136362075806,1,15.0,0
GENE_0982,10,2,0.24885213130117878,0.0,9.630366,0.0011339635,0.3073328137397766,1,30.0,0
GENE_0847,2,2,0.2485150332368489,0.0,8.776004,0.22104329,0.3153020739555359,1,29.0,0
GENE_0692,23,1,0.2485027548204875,0.0,9.725674,0.3867565,0.0,0,21.0,0
GENE_1182,19,0,0.24844634069764618,0.0,10.321932,-0.062386975,0.30828821659088135,1,22.0,0
GENE_0911,8,5,0.2477118418560514,0.0,9.517717,0.022476584,0.3113515377044678,1,30.0,0
GENE_0702,8,5,0.24722425922134705,0.0,9.083122,0.12515385,0.33861348032951355,1,29.0,0
GENE_0398,9,4,0.24695557402506035,0.0,9.88438,-0.03326195,0.33811038732528687,1,26.0,0
GENE_0139,11,4,0.24681063878905965,0.0,9.645688,0.40845183,0.0,0,22.0,0
GENE_1172,25,3,0.24679206912206952,0.05555555555555555,9.290609,-0.09475683,0.3962407112121582,1,23.0,0
GENE_0806,23,1,0.24657376269299786,0.008656656665792697,9.736019,0.18522891,0.0,0,26.0,0
GENE_0159,8,5,0.24645672360055162,0.0,9.95019,0.08186288,0.0,0,32.0,0
GENE_0993,20,5,0.2463247263562787,0.0,7.568051,0.18557881,0.641786128282547,2,22.0,0
GENE_0839,19,0,0.2461767153770579,0.0,9.208929,0.19157934,0.3095082938671112,1,23.0,0
GENE_0261,19,0,0.24571221825842765,0.0,9.413463,0.12976778,0.0,0,38.0,0
GENE_1030,27,1,0.24530257170335887,0.0,8.909079,-0.08133876,0.7833433747291565,2,26.0,0
GENE_0973,4,3,0.24525501924305543,0.0,8.873092,0.2971614,0.31333932280540466,1,21.0,0
GENE_0622,27,1,0.24518677426374422,0.013888888888888888,10.091092,0.1547909,0.0,0,20.0,0
GENE_0577,18,4,0.245051707727877,0.0,9.965763,0.032173492,0.3230212926864624,1,20.0,0
GENE_1153,4,0,0.2448218988129907,0.0,9.38769,-0.0662628,0.6789368093013763,2,21.0,0
GENE_0906,5,4,0.24436727458607002,0.0,8.666506,0.08423637,0.6350163519382477,2,25.0,0
GENE_0636,12,3,0.24344708192920425,0.0,8.852986,0.20808831,0.32036909461021423,1,27.0,0
GENE_0464,20,5,0.24341967701911926,0.0,9.929999,0.3810131,0.0,0,13.0,0
GENE_1064,20,5,0.24334019743272114,0.0,9.462864,0.21944708,0.0,0,30.0,0
GENE_0094,24,6,0.24299839330184136,0.0,9.163374,-0.066801526,0.6919671893119812,2,24.0,0
GENE_1184,4,0,0.24291431036153646,0.0,9.421709,0.1502164,0.3163430988788605,1,21.0,0
GENE_0569,10,2,0.24243527308591686,0.0,9.58031,-0.17601022,0.6542857587337494,2,26.0,0
GENE_0905,20,5,0.24234760584715995,0.0,9.184902,-0.012747847,0.42255493998527527,1,32.0,0
GENE_0947,19,0,0.24209528691316035,0.0,9.840031,0.14882864,0.0,0,28.0,0
GENE_0482,15,3,0.24197457045345122,0.0,9.502373,-0.07681205,0.6780510246753693,2,19.0,0
GENE_0565,17,4,0.24176813984678006,0.0,8.461164,-0.18591115,0.9716595113277435,3,32.0,0
GENE_0730,7,3,0.2416958633958925,0.0,9.496593,0.16518669,0.32176655530929565,1,18.0,0
GENE_0297,24,6,0.24158531525330082,0.0,9.145383,0.06265272,0.315690279006958,1,32.0,0
GENE_1132,24,6,0.2414277959316597,0.0,10.202836,0.11147338,0.0,0,24.0,0
GENE_0025,22,0,0.24139666648952293,0.0,10.675515,0.049087107,0.0,0,20.0,0
GENE_0140,21,3,0.2411987531060236,0.0,8.430854,0.17264333,0.6332299411296844,2,22.0,0
GENE_0182,15,3,0.24092783978734933,0.013888888888888888,10.085591,-0.11512072,0.3140401542186737,1,24.0,0
GENE_1189,27,0,0.2405397205321742,0.0,8.801321,-0.15788066,0.9614441394805908,3,24.0,0
GENE_1060,24,6,0.24037036197126443,0.0,9.780513,0.0176652,0.3266598582267761,1,23.0,0
GENE_0675,17,4,0.24009033028585386,0.0,9.800283,0.0272239,0.0,0,37.0,0
GENE_0105,8,5,0.24002756932476418,0.0,9.542117,0.15782806,0.32780587673187256,1,17.0,0
GENE_0766,24,6,0.24001346181186584,0.0,9.590171,-0.05071916,0.3760395348072052,1,29.0,0
GENE_0720,10,2,0.2398574458246168,0.0,8.919285,0.17985708,0.3401889204978943,1,26.0,0
GENE_0116,25,3,0.23947201720886913,0.030303030303030304,9.582838,0.08728035,0.0,0,28.0,0
GENE_1018,26,6,0.23940067898665096,0.0,10.382742,0.07327806,0.0,0,23.0,0
GENE_0338,2,0,0.23925914824753072,0.0,9.573118,0.07961365,0.3257714509963989,1,22.0,0
GENE_0541,29,6,0.23906836148698177,0.0,8.879304,-0.012948677,0.7609368562698364,2,21.0,0
GENE_0019,19,0,0.23889597384812786,0.0,11.64547,-0.14617997,0.0,0,27.0,0
GENE_1192,10,2,0.2382531512211032,0.0,9.951916,-0.017070062,0.0,0,37.0,0
GENE_0986,14,4,0.2371955939026109,0.0,9.297355,0.1852617,0.3209686279296875,1,19.0,0
GENE_0224,7,4,0.23647065889375654,0.0,10.122218,0.030852355,0.30245494842529297,1,16.0,0
GENE_0996,11,7,0.2364595674909557,0.0,9.677151,-0.21888,0.672773540019989,2,24.0,0
GENE_0883,23,1,0.23576430060767647,0.05555555555555555,9.956064,-0.018877782,0.0,0,21.0,0
GENE_0317,11,5,0.2354088082968144,0.0,9.307923,0.08890246,0.3711487054824829,1,23.0,0
GENE_0344,1,0,0.23526926189661027,0.0,10.143474,-0.14445591,0.0,0,51.0,0
GENE_1126,8,5,0.23523981163091265,0.0,10.344041,-0.14047134,0.3476617932319641,1,22.0,0
GENE_1199,28,7,0.23506314349262225,0.0,7.5702424,0.01799611,0.6462603211402893,2,31.0,0
GENE_0295,25,3,0.23504691009219741,0.0,9.364697,0.30589065,0.0,0,24.0,0
GENE_0001,24,6,0.23472467514591644,0.0,9.82285,-0.08691439,0.37727248668670654,1,26.0,0
GENE_0197,19,0,0.2345980032143888,0.0,9.388395,-0.0042218715,0.32975414395332336,1,30.0,0
GENE_0265,29,2,0.233968412330853,0.0,10.164678,-0.0543148,0.3187052011489868,1,20.0,0
GENE_1032,24,6,0.23339561862827118,0.0,8.591596,-0.21075873,1.0345453321933746,3,26.0,0
GENE_0646,16,4,0.23333353299417087,0.0,10.141768,-0.24374983,0.6041378080844879,2,18.0,0
GENE_0561,19,0,0.23333015903783208,0.0,10.466635,-0.35062245,0.3049481213092804,1,26.0,0
GENE_0056,16,4,0.23329272118819228,0.0,9.059034,-0.21865839,0.9601897597312927,3,21.0,0
GENE_0858,23,1,0.2328358713860148,0.013888888888888888,9.589238,0.29045016,0.0,0,16.0,0
GENE_0741,21,0,0.2326937038153038,0.0,9.75066,0.19252953,0.0,0,24.0,0
GENE_0668,7,2,0.23265708913096295,0.0,8.332069,-0.15644857,0.9704473912715912,3,28.0,0
GENE_1194,6,6,0.23196630346682995,0.0,9.984408,-0.20567438,0.7007606625556946,2,15.0,0
GENE_0150,13,7,0.2316979307039287,0.0,9.080505,0.11426206,0.3342705965042114,1,26.0,0
GENE_0915,15,6,0.23147200083135516,0.0,8.288213,0.11728674,0.6219868957996368,2,24.0,0
GENE_0266,27,5,0.23143061670894927,0.0,10.491406,-0.122589335,0.3057895600795746,1,19.0,0
GENE_1144,19,0,0.2313104019191547,0.0,9.128721,0.059496053,0.3342055082321167,1,29.0,0
GENE_0587,25,3,0.23106592768334808,0.0,9.113781,-0.0047198236,0.33108270168304443,1,34.0,0
GENE_1016,29,6,0.23027191096960076,0.0,9.238938,-0.13768147,0.615564614534378,2,28.0,0
GENE_0861,24,6,0.2302441859594989,0.0,10.775637,-0.21829025,0.3186618387699127,1,19.0,0
GENE_0503,21,0,0.2302408872559233,0.0,9.739872,-0.11159681,0.6173998415470123,2,17.0,0
GENE_1177,6,7,0.22983696161511208,0.0,9.184186,-0.027737804,0.6136479377746582,2,21.0,0
GENE_0254,13,7,0.22976679583196313,0.0,9.368074,-0.023393169,0.6429565250873566,2,16.0,0
GENE_0971,26,4,0.2294543432777073,0.0,8.804965,0.029186003,0.6699347496032715,2,21.0,0
GENE_0393,19,0,0.22944819961435828,0.0,9.945939,-0.09602758,0.314020574092865,1,26.0,0
GENE_1183,15,6,0.22924062254085686,0.0,9.592867,0.09507274,0.0,0,33.0,0
GENE_0976,10,2,0.2285877730957327,0.0,9.481002,0.106729835,0.0,0,34.0,0
GENE_0510,10,2,0.2284220179672866,0.0,10.329102,0.019574981,0.0,0,25.0,0
GENE_0369,4,2,0.22817568550346987,0.0,9.348314,0.15430838,0.3205112814903259,1,18.0,0
GENE_0433,27,1,0.22767258449563244,0.0,9.766769,0.017982963,0.3465993106365204,1,19.0,0
GENE_0518,10,2,0.2272943662176076,0.0,9.695935,-0.15338987,0.316061794757843,1,34.0,0
GENE_0045,10,2,0.2270943974070158,0.0,9.743571,0.25704575,0.0,0,18.0,0
GENE_0558,11,0,0.22700447608316032,0.0,8.523119,0.109292686,0.6404736340045929,2,21.0,0
GENE_0844,19,0,0.22636680789071187,0.0,9.462246,-0.09450997,0.3528347909450531,1,32.0,0
GENE_0639,7,6,0.22605467334841794,0.0,9.128303,-0.1443343,0.6453122794628143,2,28.0,0
GENE_0022,6,7,0.2258879119450042,0.0,10.358643,-0.20401391,0.0,0,40.0,0
GENE_0016,21,4,0.22567258318099276,0.0,8.627382,0.076444894,0.6222252249717712,2,22.0,0
GENE_0130,17,4,0.22551373317645407,0.0,10.705021,-0.13956401,0.0,0,29.0,0
GENE_0073,26,5,0.22539768582924302,0.0,9.414047,0.12505397,0.32510727643966675,1,18.0,0
GENE_1068,23,1,0.22513324624358116,0.013888888888888888,10.050257,0.079130575,0.0,0,21.0,0
GENE_0357,17,4,0.2241137243788085,0.0,10.280672,-0.03909281,0.0,0,29.0,0
GENE_0250,20,5,0.223779542084331,0.0,9.552609,0.07077067,0.30384114384651184,1,20.0,0
GENE_0346,1,0,0.22369437250442506,0.0,9.505756,-0.009817012,0.318032443523407,1,26.0,0
GENE_0630,23,1,0.2236036939419323,0.0,9.536635,-0.03780502,0.3060903549194336,1,28.0,0
GENE_0682,28,7,0.22346423128304918,0.013888888888888888,8.7356,-0.0154218,0.6714298725128174,2,20.0,0
GENE_1025,25,3,0.22310923938980598,0.05092592592592592,9.253237,0.059099052,0.0,0,26.0,0
GENE_1151,9,5,0.22290628640431936,0.0,9.372903,0.09318953,0.35535895824432373,1,19.0,0
GENE_0995,20,5,0.22286649359615324,0.0,8.5927925,0.14361286,0.32041361927986145,1,31.0,0
GENE_0201,5,6,0.22213744910439162,0.0,10.002344,-0.05926501,0.30152714252471924,1,21.0,0
GENE_0268,7,5,0.22202267452156704,0.0,9.546231,0.012263227,0.3231699764728546,1,23.0,0
GENE_1063,17,4,0.22156684960236311,0.0,9.414558,0.27756608,0.0,0,21.0,0
GENE_0964,26,1,0.2214977284796309,0.0,9.016192,0.0055395067,0.6664985716342926,2,17.0,0
GENE_1026,21,3,0.22119613272658928,0.0,9.629582,-0.0046232957,0.3125273585319519,1,23.0,0
GENE_0206,3,7,0.22110973575774653,0.0,9.348628,-0.20015278,0.6839786767959595,2,25.0,0
GENE_0326,22,7,0.2208658269483495,0.0,9.025921,-0.120130256,0.7045343816280365,2,24.0,0
GENE_0161,29,3,0.2206302954330105,0.0,9.0535965,-0.014014155,0.6560648679733276,2,18.0,0
GENE_0989,1,0,0.2204439080304697,0.0,9.528632,-0.051742323,0.3780673146247864,1,25.0,0
GENE_0204,27,1,0.22019311351610263,0.0,9.422302,0.04179994,0.31488582491874695,1,23.0,0
GENE_0003,29,3,0.2194928839863358,0.0,10.270197,-0.17608988,0.32204946875572205,1,23.0,0
GENE_0145,0,7,0.21940810051911883,0.0,9.566095,-0.19703597,0.6929849982261658,2,20.0,0
GENE_0815,20,5,0.2193493374244876,0.0,8.631914,-0.21452114,0.9183661043643951,3,27.0,0
GENE_1003,24,6,0.2188946565783205,0.0,8.984172,0.06579759,0.3108278810977936,1,29.0,0
GENE_0647,13,7,0.21881978713299863,0.0,9.401544,-0.07641877,0.34895795583724976,1,30.0,0
GENE_0635,24,6,0.218523369614007,0.0,10.28409,0.03665317,0.0,0,22.0,0
GENE_0828,23,1,0.2180004880968156,0.0,9.930788,0.108800955,0.0,0,23.0,0
GENE_0981,27,1,0.2179167931495365,0.013888888888888888,10.124699,0.0070930943,0.0,0,23.0,0
GENE_1147,28,7,0.21781910289855733,0.0,9.944051,-0.12426905,0.3584252893924713,1,23.0,0
GENE_0609,2,3,0.21775263450879984,0.0,9.177892,0.19161955,0.3130853772163391,1,15.0,0
GENE_0789,26,0,0.2173782528582635,0.0,9.66412,0.17286356,0.0,0,23.0,0
GENE_0490,17,4,0.21730179339647293,0.0,10.330988,0.103466086,0.0,0,14.0,0
GENE_1145,14,4,0.21698260828159077,0.0,9.33378,0.061992258,0.34289899468421936,1,21.0,0
GENE_0586,3,7,0.21682093504197344,0.0,10.135476,-0.33834678,0.36261412501335144,1,25.0,0
